정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
중흥S클래스,42847,725,512,725,512,0,41
중흥S클래스1차,42844,444,845,444,845,0,42
중흥S클래스1차,42845,744,587,744,587,0,44
중흥S클래스2차,42771,4615,1581,4614,1581,1,206
중흥S클래스2차,42856,4495,995,4495,995,0,183
중흥마을.은하마을,55070,553,292,553,292,0,28
지랏돌,90071,43,5,42,5,1,1
지랏돌,90072,0,23,0,23,0,0
지산리입구,43310,3,1,3,1,0,0
지산리입구,43751,0,10,0,10,0,0
지산입구(용진),43538,22,1,22,1,0,0
지산입구(용진),43679,1,17,1,17,0,0
지석리마을회관,90274,22,18,22,18,0,1
지석리망향단입구,90273,3,4,3,4,0,0
지석리오현부락,90275,25,33,25,33,0,1
지석초등학교입구,90277,27,17,27,17,0,1
지식정보단지역,38373,8912,1437,8912,1437,0,344
지식정보단지역,38403,7740,1119,7740,1119,0,295
지식정보단지역,38404,464,6725,464,6725,0,239
지식정보단지역(4번출구),38380,481,8980,481,8980,0,315
진고개(5연대입구),43380,178,105,173,105,5,9
진고개(5연대입구),43794,26,228,24,228,2,8
진광횟집앞,43507,19,8,19,8,0,0
진광횟집앞,43541,7,20,7,20,0,0
진달래아파트,37600,20,759,20,759,0,25
진도로르빌아파트,37471,2848,8287,2848,8287,0,371
진두방앗간,44129,0,14,0,14,0,0
진두방앗간,44195,37,2,37,2,0,1
진산과학고등학교,40640,3,388,3,388,0,13
진산과학고등학교,40915,118,3,118,3,0,4
진산중학교,40575,1158,2325,1158,2325,0,116
진산초등학교,40614,915,3388,915,3388,0,143
진산초등학교,40633,2,198,2,198,0,6
진산초등학교,40914,268,19,268,19,0,9
진솔인더스트리,89447,181,6,181,6,0,6
진솔인더스트리,89448,1,219,1,219,0,7
진주5단지503동앞,42089,3435,2934,3435,2934,0,212
진주상가,42544,3476,277,3460,277,16,125
진주아파트2단지6동,42084,131,6809,130,6809,1,231
진주아파트2단지·가좌시장,42092,500,11312,496,11312,4,393
진주아파트3단지,42086,8587,165,8558,165,29,291
진주아파트4단지,42077,3793,175,3780,175,13,132
진표에너지,42548,1,369,1,369,0,12
진흥아파트,37190,2700,2390,2692,2390,8,169
진흥아파트,37193,2570,3311,2562,3311,8,196
진흥아파트,37240,5542,4273,5536,4273,6,327
진흥아파트,37243,6102,9755,6093,9755,9,528
진흥아파트,39297,7329,7286,7329,7286,0,487
집단에너지,39064,38,118,38,118,0,5
집단에너지시설,39065,91,115,91,115,0,6
짓절미,43485,30,16,29,16,1,1
짓절미,43713,4,7,3,7,1,0
찬우물,39179,1381,3622,1381,3622,0,166
찬우물,39188,1931,827,1928,827,3,91
찬우물,43048,123,304,118,304,5,14
찬우물약수터,43851,135,289,134,289,1,14
참빛감리교회,42437,16397,10803,16390,10803,7,906
참좋은집,36160,479,18,478,18,1,16
참좋은집,36161,27,393,25,393,2,14
창골,43549,197,103,193,103,4,10
창리,43052,249,248,247,248,2,16
창리,43053,209,298,202,298,7,16
창리,43054,339,324,334,324,5,22
창리,43902,18,26,18,26,0,1
창리,43903,9,1,9,1,0,0
창신초등학교,42620,3608,3972,3602,3972,6,252
창신초등학교,42621,4503,5463,4502,5463,1,332
창후1리마을회관,43595,147,3,140,3,7,5
창후1리마을회관,43783,9,196,8,196,1,6
창후리입구,43604,171,26,166,26,5,6
창후리입구,43830,33,201,29,201,4,7
창후리종점,43774,38,118,35,118,3,5
창후정미소,43461,83,6,81,6,2,2
창후정미소,43600,5,49,5,49,0,1
채석장,38179,1365,374,1365,374,0,57
채플 갤러리,90422,3,0,3,0,0,0
채플 갤러리,90423,0,4,0,4,0,0
천곡,43409,131,0,130,0,1,4
천곡,43827,9,191,9,191,0,6
천촌,43411,26,143,24,143,2,5
천촌,43795,166,1,165,1,1,5
철곶,43653,7,17,7,17,0,0
철곶,43759,27,1,24,1,3,0
철산리검문소,43957,1,22,1,22,0,0
철산리검문소,43958,34,1,33,1,1,1
철산리입구,43685,41,18,41,18,0,1
철산리입구,43741,14,96,13,96,1,3
첨단초등학교,92014,437,3906,437,3906,0,144
청광플러스원101동앞,92070,355,3307,354,3307,1,122
청광플러스원102동앞,39946,727,99,727,99,0,27
청광플러스원아파트,39775,5751,2785,5751,2785,0,284
청광플러스원아파트,39786,2583,7700,2583,7700,0,342
청능로사거리,39622,39408,16533,39371,16533,37,1864
청능로사거리,39623,17538,38440,17503,38440,35,1865
청라1동행정복지센터,42744,13009,5194,13009,5194,0,606
청라1동행정복지센터,42745,6721,10426,6721,10426,0,571
청라1호문화공원,89471,12,0,12,0,0,0
청라2동행정복지센터,89039,3055,769,3055,769,0,127
청라2동행정복지센터,89042,1480,3480,1480,3480,0,165
청라3동행정복지센터,89374,1308,6338,1308,6338,0,254
청라3동행정복지센터,89375,7552,934,7552,934,0,282
청라BRT차고지입구,89336,14,581,14,581,0,19
청라BRT차고지입구,89337,669,15,669,15,0,22
청라BRT통합차고지,89508,5,141,5,141,0,4
청라BRT통합차고지,89522,296,7,296,7,0,10
청라고등학교,42784,2261,809,2261,809,0,102
청라고등학교,42785,1144,2285,1144,2285,0,114
청라골프아카데미,89255,103,44,103,44,0,4
청라골프아카데미,89256,57,94,57,94,0,5
청라국제도서관,42922,24,313,24,313,0,11
청라국제도서관,42923,342,92,342,92,0,14
청라국제도시역,89270,52368,34596,52368,34596,0,2898
청라국제도시역(경명대로),89034,7954,9537,7954,9537,0,583
청라국제도시역(서부산단방향),89043,21706,40885,21705,40885,1,2086
청라국제도시역(청라국제교방향),89215,40297,22734,40294,22734,3,2101
청라국제도시역푸르지오시티,89523,943,2008,943,2008,0,98
청라국제도시역푸르지오시티,89524,2480,1449,2480,1449,0,130
청라국제어린이집,89289,322,41,322,41,0,12
청라국제업무단지(골드클래스),42984,878,415,878,415,0,43
청라꽃농원,42991,54,102,54,102,0,5
청라달튼국제학교,42895,423,566,422,566,1,32
청라달튼국제학교,89121,495,635,495,635,0,37
청라도,42931,7,102,7,102,0,3
청라도,89127,0,83,0,83,0,2
청라디이스트,42961,82,1300,82,1300,0,46
청라디이스트(562동),42962,1856,3153,1855,3153,1,166
청라디이스트(567동),89017,938,132,938,132,0,35
청라로데오시티포레안,89419,82,373,82,373,0,15
청라로봇랜드,89246,68,14,68,14,0,2
청라로봇랜드,89247,2,82,2,82,0,2
청라모아미래도아파트604동,89344,2231,1777,2231,1777,0,133
청라모아미래도아파트정문,89353,12,11,12,11,0,0
청라문학공원,89480,61,59,61,59,0,4
청라백세요양병원,42944,164,149,164,149,0,10
청라백세요양병원,89179,186,211,186,211,0,13
청라복합문화센터,89218,236,1524,236,1524,0,58
청라복합문화센터,89219,1120,241,1120,241,0,45
청라센텀로제비앙,89295,1329,1224,1329,1224,0,85
청라센텀로제비앙,89296,1409,1475,1409,1475,0,96
청라센텀로제비앙정문앞,89346,9,34,9,34,0,1
청라센트럴에일린의뜰,42834,4759,4269,4758,4269,1,300
청라센트럴에일린의뜰104동,42990,3642,1616,3642,1616,0,175
청라센트럴에일린의뜰106동,42892,9752,5286,9746,5286,6,501
청라스타필드,89417,90,92,90,92,0,6
청라스타필드,89418,47,228,47,228,0,9
청라시티프라디움,89334,1810,2531,1810,2531,0,144
청라시티프라디움,89335,3138,1333,3138,1333,0,149
청라우미린,42862,688,4894,687,4894,1,186
청라우미린아파트,89290,3016,12619,3016,12619,0,521
청라웰카운티221동,89288,76,404,76,404,0,16
청라웰카운티223동,42997,1167,215,1167,215,0,46
청라자이,42742,10430,2929,10428,2929,2,445
청라중앙호수공원입구,89021,13489,9651,13489,9651,0,771
청라중앙호수공원입구,89024,8487,15055,8487,15055,0,784
청라중학교,42848,960,1916,960,1916,0,95
청라초등학교,89281,5812,6529,5812,6529,0,411
청라초등학교,89282,4960,6826,4960,6826,0,392
청라파크자이상가,89299,669,874,668,874,1,51
청라파크자이상가,89300,509,634,509,634,0,38
청라푸르지오,89217,810,1334,810,1334,0,71
청라푸르지오라피아노,89497,0,20,0,20,0,0
청라한내로72번길,89533,18,16,18,16,0,1
청라한내로72번길,89534,10,34,10,34,0,1
청라한양수자인레이크블루,89348,2468,2287,2468,2287,0,158
청라한양수자인레이크블루,89351,2580,1324,2580,1324,0,130
청라한화꿈에그린,89123,1727,523,1727,523,0,75
청라한화꿈에그린,89124,488,1383,488,1383,0,62
청라호반베르디움.포리공원,42899,1739,393,1739,393,0,71
청라호반베르디움.포리공원,42919,607,1644,607,1644,0,75
청라호수공원(남측),42861,2212,574,2212,574,0,92
청라호수공원(남측),42863,800,2045,800,2045,0,94
청라호수공원(동축),89531,79,5,79,5,0,2
청라호수공원(동축),89532,9,112,9,112,0,4
청라호수공원(서측),89535,28,4,28,4,0,1
청라호수공원(서측),89536,36,66,36,66,0,3
청라호수공원한신더휴,42870,6955,1169,6950,1169,5,270
청라호수공원한신더휴아파트,89291,15700,5700,15700,5700,0,713
청라힐스테이트,42987,944,2752,944,2752,0,123
청라힐스테이트,42988,2805,713,2805,713,0,117
청람중학교,89018,1555,1846,1555,1846,0,113
청람중학교,89019,2248,2010,2248,2010,0,141
청람초등학교,89279,6200,9945,6200,9945,0,538
청람초등학교,89280,9667,7933,9667,7933,0,586
청량중학교,38086,10325,4145,10319,4145,6,482
청련사입구,43766,50,156,44,156,6,6
청련사입구,43841,95,4,94,4,1,3
청룡정,41633,155,25,155,25,0,6
청룡정,41634,1,221,1,221,0,7
청소년수련관,42612,2271,66,2271,66,0,77
청소년수련관,42613,65,2620,65,2620,0,89
청소년수련관,43078,52,22,48,22,4,2
청소년수련관,43079,9,39,9,39,0,1
청소년수련관.어린이과학관,41307,11978,8376,11975,8376,3,678
청소년수련관.어린이과학관,41308,6083,8605,6083,8605,0,489
청송1단지.중흥S클래스,80090,161,189,161,189,0,11
청송1단지.중흥S클래스,80102,602,128,602,128,0,24
청송2.3단지,80089,96,102,96,102,0,6
청송2.3단지,80101,315,61,315,61,0,12
청송마을.성우오스타,80329,201,92,201,92,0,9
청송부락,90092,0,9,0,9,0,0
청송부락,90093,8,0,8,0,0,0
청양골,42775,2,72,2,72,0,2
청운대삼거리(하늘꿈교회),37433,5016,4419,5006,4419,10,314
청운대삼거리(하늘꿈교회),37500,2966,3178,2957,3178,9,204
청운대후문.한전제물포지사,37632,374,1014,374,1014,0,46
청운대후문.한전제물포지사,37633,144,1260,144,1260,0,46
청정주말농장,39852,3,214,3,214,0,7
청천농장,40538,135,1391,135,1391,0,50
청천농장,42511,1214,235,1214,235,0,48
청천농장(종점),40520,2850,3026,2850,3026,0,195
청천농장입구,40558,301,152,301,152,0,15
청천농장입구,40809,0,431,0,431,0,14
청천도서관,40426,1167,1781,1167,1781,0,98
청천도서관,40427,1017,804,1017,804,0,60
청천동,40808,905,13,905,13,0,30
청천동무지개아파트,40617,757,3623,753,3623,4,146
청천동무지개아파트,40618,3226,834,3224,834,2,135
청천동차고지,40925,348,550,348,550,0,29
청천중학교,40449,1631,4933,1631,4933,0,218
청천중학교,40455,1868,4761,1868,4761,0,220
청천천공영주차장,40896,317,1437,317,1437,0,58
청천천공영주차장,41639,449,1306,449,1306,0,58
청천초등학교,40582,3422,5912,3416,5912,6,311
청천초등학교,40586,16028,6312,16013,6312,15,744
청천초등학교,40587,3317,8986,3317,8986,0,410
청천초등학교후문,40574,1780,12821,1780,12821,0,486
청천초등학교후문,40579,13627,1516,13627,1516,0,504
청천치안센터,40533,28938,14040,28907,14040,31,1432
청천치안센터,40537,10263,14679,10245,14679,18,831
청천푸르지오아파트,40488,10609,8964,10609,8964,0,652
청천푸르지오아파트,40515,11755,1369,11755,1369,0,437
청천푸르지오아파트,40516,1406,8281,1406,8281,0,322
청천푸르지오아파트,40811,7456,1545,7456,1545,0,300
청천푸르지오아파트,40812,806,4511,806,4511,0,177
청천푸르지오아파트,40894,32,2240,32,2240,0,75
청천하우스디아파트,40475,6029,1862,6029,1862,0,263
청천하우스디아파트,40477,641,4085,641,4085,0,157
청학동.한국전력남인천지사,38230,2751,3662,2751,3662,0,213
청학동.한국전력남인천지사,38239,7312,5918,7312,5918,0,441
청학사거리,38256,23027,15245,23027,15245,0,1275
청학사거리,38259,10473,14915,10473,14915,0,846
청학사거리,38509,1388,1888,1388,1888,0,109
청학아파트,38236,10166,6006,10166,6006,0,539
청학아파트,38341,6754,7724,6754,7724,0,482
청학중학교,38160,3516,4632,3516,4632,0,271
청학중학교,38161,3137,2011,3137,2011,0,171
청학중학교,38496,907,375,907,375,0,42
청학초등학교,38181,2602,3354,2602,3354,0,198
청학초등학교,38185,2875,2744,2875,2744,0,187
청학초등학교,38190,1822,2591,1822,2591,0,147
체육공원,90214,41,8,40,8,1,1
체육공원앞,35605,2,225,2,225,0,7
체육공원앞,35606,134,0,134,0,0,4
초은고등학교,89025,9920,7453,9920,7453,0,579
초은고등학교,89026,4054,11209,4054,11209,0,508
초정마을,41252,3523,2263,3523,2263,0,192
초정마을,41254,1948,779,1948,779,0,90
초지,43016,13,58,13,58,0,2
초지대교,43017,222,479,220,479,2,23
초지대교,43071,1438,408,1437,408,1,61
초지대교,43106,205,732,205,732,0,31
초지리,43026,92,233,91,233,1,10
초지리,43093,9,56,9,56,0,2
초지삼거리,43112,101,33,101,33,0,4
초지삼거리,43147,0,23,0,23,0,0
초지삼거리,43508,12,136,12,136,0,4
초지진,43024,45,110,43,110,2,5
초지진,43025,222,110,222,110,0,11
초지큰말,43260,28,0,20,0,8,0
초지큰말,43512,0,23,0,23,0,0
축현초등학교.인천시립박물관,38151,5011,3584,5011,3584,0,286
축현초등학교.인천시립박물관,38152,2944,4444,2944,4444,0,246
축협,43061,1215,907,1194,907,21,70
충렬사,43326,19,0,19,0,0,0
충렬사,43629,85,46,85,46,0,4
충성아파트,40117,798,1741,797,1741,1,84
충정로역2호선,22064,8826,73,8826,73,0,296
치마바위,43247,4,17,4,17,0,0
치마바위,43646,8,0,8,0,0,0
카페거리,35727,30,38,30,38,0,2
카페거리,35728,25,37,25,37,0,2
칼빈매니토바국제학교,38370,2307,4301,2307,4301,0,220
칼빈매니토바국제학교,38435,3776,565,3776,565,0,144
칼빈매니토바국제학교,38500,4730,2616,4724,2616,6,244
캐슬해모로,39845,1038,240,1038,240,0,42
캐슬해모로,39846,4663,504,4663,504,0,172
캐슬해모로,39848,357,868,357,868,0,40
캐슬해모로,39849,815,3378,815,3378,0,139
캠퍼스타운역,38419,9451,19022,9448,19022,3,949
캠퍼스타운역,38420,8132,6593,8132,6593,0,490
캠퍼스타운역(3번출구),38388,56,2266,56,2266,0,77
캠퍼스타운역(3번출구),38717,465,19,465,19,0,16
커넬워크,38415,866,413,866,413,0,42
커넬워크,38417,3008,1718,3005,1718,3,157
커넬워크,38753,102,2524,101,2524,1,87
커넬워크(4동),38527,593,1170,593,1170,0,58
컨벤시아,38372,1001,2431,1001,2431,0,114
코세스물류창고,89197,83,9,83,9,0,3
코스모스아파트,42098,323,1129,323,1129,0,48
코오롱더프라우,38439,16,942,16,942,0,31
코오롱아파트작전중.고.여고,41117,3150,3915,3126,3915,24,235
"쿠팡16,17센터",35865,378,763,378,763,0,38
쿠팡물류센터,89157,1,570,1,570,0,19
큐티엘,90218,37,7,37,7,0,1
크리스탈로102번길,89529,19,0,19,0,0,0
크리스탈로102번길,89530,1,29,1,29,0,1
큰말,43937,26,0,26,0,0,0
큰말,43938,0,12,0,12,0,0
큰말,43949,4,21,4,21,0,0
큰말,90309,0,6,0,6,0,0
큰무리선착장,35710,403,148,402,148,1,18
큰무리선착장,35712,39,509,39,509,0,18
큰방죽사거리,39144,2414,1066,2411,1066,3,116
큰방죽사거리,39145,605,2341,604,2341,1,98
큰방죽삼거리,39575,134,241,134,241,0,12
큰방죽삼거리,39576,53,404,53,404,0,15
큰산너머입구,44013,9,167,9,167,0,5
큰산너머입구,44014,205,6,205,6,0,7
킹스빌타운,41315,2775,2960,2772,2960,3,191
타운하우스공장.명진화학,89226,6,182,6,182,0,6
타운하우스공장.명진화학,89227,239,30,239,30,0,8
탄토 마을,90381,10,0,9,0,1,0
탄토마을,90378,1,12,1,12,0,0
탑재,43115,5,37,2,37,3,1
탑재,43327,274,230,265,230,9,16
탑재,43579,294,262,290,262,4,18
태경아파트,38275,8304,8562,8304,8562,0,562
태산.대진아파트,38294,2661,2591,2654,2591,7,175
태산아파트,41193,7271,10097,7270,10097,1,578
태산아파트,42227,670,680,670,680,0,45
태산아파트·하나아파트,41578,1285,2136,1285,2136,0,114
태신보세창고,89236,16,163,16,163,0,5
태신보세창고,89237,895,56,894,56,1,31
태양공단,42147,2192,1907,2191,1907,1,136
태양공단,42148,3544,2217,3543,2217,1,192
태양주택,40204,51,1109,51,1109,0,38
태영아파트,42298,3329,3196,3329,3196,0,217
태영아파트,42300,3367,3070,3366,3070,1,214
태평1차아파트,39241,3534,413,3534,413,0,131
태평1차아파트,39242,357,3499,357,3499,0,128
태평1차아파트,39516,9258,1960,9258,1960,0,373
태평1차아파트,39517,2097,10206,2097,10206,0,410
태평2차아파트,39225,11446,3617,11446,3617,0,502
태평2차아파트,39518,3684,7883,3684,7883,0,385
태평아파트,38083,8590,7142,8578,7142,12,524
태평아파트,41183,1478,131,1465,131,13,53
태평아파트.주안한신휴플러스아파트,37180,2932,4671,2909,4671,23,253
태평아파트.주안한신휴플러스아파트,37183,1707,2084,1699,2084,8,126
태평아파트1차(A),42326,4396,11629,4396,11629,0,534
태평아파트1차(B),42325,11094,4207,11094,4207,0,510
태평아파트2차(A),42317,2457,3147,2457,3147,0,186
태평아파트2차(B),42318,5368,3107,5368,3107,0,282
태평아파트입구,39274,144,1510,144,1510,0,55
태평아파트입구,39276,704,229,704,229,0,31
태평양산업,39066,2710,573,2710,573,0,109
태평양인천물류센터,42012,1394,1921,1394,1921,0,110
태화.두진아파트,39441,8162,5654,8156,5654,6,460
태화두진아파트,39445,6109,7118,6106,7118,3,440
태화아파트,37413,4553,3922,4553,3922,0,282
태화아파트,37416,5140,4523,5140,4523,0,322
태화아파트,40545,8808,4118,8808,4118,0,430
태화아파트,40810,1574,20,1574,20,0,53
태화한진아파트,41132,4531,2439,4527,2439,4,232
태화한진아파트612동,41135,1274,2936,1274,2936,0,140
택리,43233,44,9,42,9,2,1
택리,43859,3,43,3,43,0,1
택리교회,43229,17,73,17,73,0,3
택리교회,43860,83,24,83,24,0,3
테니스장,40456,289,142,289,142,0,14
테일코리아,89430,174,52,174,52,0,7
테일코리아,89431,449,396,449,396,0,28
테크노파크IT센타,39726,804,3106,804,3106,0,130
테크노파크IT센타,39727,3304,2247,3304,2247,0,185
테크노파크IT센터,39938,2420,4159,2419,4159,1,219
테크노파크역,38421,28923,18749,28911,18749,12,1589
테크노파크역,38422,28729,24156,28724,24156,5,1762
토지금고,37114,8146,2391,8122,2391,24,351
토지금고,37115,3535,10494,3525,10494,10,467
토지금고시장,37102,17958,13520,17941,13520,17,1049
토지금고시장앞,37509,10265,10529,10263,10529,2,693
통진성당,80137,1477,340,1477,340,0,60
통진성당,80138,347,1557,347,1557,0,63
통진중고등학교,35073,3179,669,3179,669,0,128
통진중고등학교,35074,651,3253,651,3253,0,130
트러스(서구장애인직업재활시설),42809,329,4,329,4,0,11
트러스(서구장애인직업재활시설),42810,0,219,0,219,0,7
트레지움1단지.다니엘병원,55076,2128,840,2128,840,0,98
트레지움1단지.다니엘병원,55077,781,1595,781,1595,0,79
트루엘에코시티아파트,42047,2321,3522,2308,3522,13,194
트루엘에코시티아파트,89528,1092,1417,1081,1417,11,83
트루엘에코시티아파트(후문),42049,2053,1481,2053,1481,0,117
트루엘에코시티아파트(후문),42050,1985,1544,1985,1544,0,117
파라곤보타닉파크,89422,2843,37,2843,37,0,96
파라곤보타닉파크(고산터널),89395,8485,3051,8485,3051,0,384
파라다이스공원,43391,150,23,150,23,0,5
파라다이스공원,43828,3,205,3,205,0,6
파라다이스시티역,35748,0,8,0,8,0,0
팔도주유소,40175,256,366,256,366,0,20
팔도주유소,40774,10210,6845,10210,6845,0,568
팬더아파트,39968,477,6,477,6,0,16
팬더아파트,39980,1,338,1,338,0,11
펜션마을,90392,1,4,1,4,0,0
펜션마을,90393,6,0,6,0,0,0
평산기공,39138,2682,8184,2682,8184,0,362
평전,43258,1,70,1,70,0,2
평화전망대,43743,79,137,79,137,0,7
